name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Cade Harris,SR,WR,5,9,124,13.78,0,1.8,24.8,air_force
Quin Smith,JR,WR,5,6,86,14.33,0,1.2,17.2,air_force
Tre Roberson,JR,WR,5,3,71,23.67,1,0.6,14.2,air_force
Tylor Latham,JR,WR,4,3,42,14.00,0,0.8,10.5,air_force
Aiden Calvert,SR,RB,5,1,21,21.00,0,0.2,4.2,air_force
Reign Broadway,,WR,1,1,18,18.00,0,1.0,18.0,air_force
Bruin Fleischmann,JR,TE,5,1,7,7.00,0,0.2,1.4,air_force
Brandon Engel,SR,WR,4,1,6,6.00,0,0.3,1.5,air_force
Kade Frew,JR,RB,3,1,5,5.00,0,0.3,1.7,air_force
Adrian Norton,SO,WR,6,20,373,18.65,3,3.3,62.2,akron
Bobby Golden,JR,WR,6,15,239,15.93,1,2.5,39.8,akron
Jake Newell,SO,TE,6,27,185,6.85,2,4.5,30.8,akron
Charles Kellom,SO,RB,6,18,124,6.89,1,3.0,20.7,akron
Israel Polk,FR,WR,6,14,72,5.14,0,2.3,12.0,akron
Jordon Simmons,JR,RB,6,11,65,5.91,0,1.8,10.8,akron
Ahmarian Granger,JR,WR,6,5,46,9.20,0,0.8,7.7,akron
Conner Cravaack,SO,TE,6,5,31,6.20,0,0.8,5.2,akron
Jarvis Rush,JR,WR,5,5,21,4.20,0,1.0,4.2,akron
Ben Finley,JR,QB,6,1,5,5.00,0,0.2,0.8,akron
Paul Davis,SO,WR,5,1,2,2.00,0,0.2,0.4,akron
Tahj Bullock,JR,QB,6,4,2,0.50,0,0.7,0.3,akron
Ryan Williams,FR,WR,5,19,544,28.63,6,3.8,108.8,alabama
Germie Bernard,JR,WR,5,16,220,13.75,1,3.2,44.0,alabama
CJ Dippre,SR,TE,5,8,124,15.50,0,1.6,24.8,alabama
Kobe Prentice,JR,WR,5,8,107,13.38,1,1.6,21.4,alabama
Josh Cuevas,JR,TE,5,7,91,13.00,1,1.4,18.2,alabama
Emmanuel Henderson Jr.,JR,WR,5,3,54,18.00,0,0.6,10.8,alabama
Caleb Odom,FR,WR,5,5,45,9.00,0,1.0,9.0,alabama
Kendrick Law,JR,WR,4,2,41,20.50,1,0.5,10.3,alabama
Justice Haynes,SO,RB,5,8,38,4.75,0,1.6,7.6,alabama
Cole Adams,FR,WR,4,4,37,9.25,0,1.0,9.3,alabama
Jam Miller,JR,RB,5,4,37,9.25,1,0.8,7.4,alabama
Robbie Ouzts,SR,TE,5,3,18,6.00,0,0.6,3.6,alabama
Rico Scott,FR,WR,2,2,14,7.00,0,1.0,7.0,alabama
Kaedin Robinson,SR,WR,5,32,469,14.66,0,6.4,93.8,appalachian_state
Christan Horn,SR,WR,4,15,291,19.40,1,3.8,72.8,appalachian_state
Makai Jackson,JR,WR,5,21,225,10.71,2,4.2,45.0,appalachian_state
Dalton Stroman,JR,WR,4,9,156,17.33,3,2.3,39.0,appalachian_state
Eli Wilson,SR,TE,5,11,137,12.45,2,2.2,27.4,appalachian_state
Anderson Castle,JR,RB,5,11,62,5.64,0,2.2,12.4,appalachian_state
Maquel Haywood,SR,RB,5,5,52,10.40,0,1.0,10.4,appalachian_state
Kanye Roberts,SO,RB,5,5,46,9.20,0,1.0,9.2,appalachian_state
William Fowles,FR,WR,5,2,29,14.50,0,0.4,5.8,appalachian_state
Michael Hetzel,JR,WR,5,1,27,27.00,0,0.2,5.4,appalachian_state
David Larkins,JR,TE,5,3,11,3.67,0,0.6,2.2,appalachian_state
Ahmani Marshall,SR,RB,5,3,10,3.33,0,0.6,2.0,appalachian_state
Kanen Hamlett,SO,TE,5,1,8,8.00,0,0.2,1.6,appalachian_state
Tetairoa McMillan,JR,WR,5,37,664,17.95,4,7.4,132.8,arizona
Keyan Burnett,JR,TE,5,13,171,13.15,1,2.6,34.2,arizona
Montana Lemonious-Craig,SR,WR,5,12,129,10.75,0,2.4,25.8,arizona
Quali Conley,SR,RB,5,18,122,6.78,0,3.6,24.4,arizona
Devin Hyatt,FR,WR,5,3,77,25.67,0,0.6,15.4,arizona
Jeremiah Patterson,JR,WR,5,9,58,6.44,2,1.8,11.6,arizona
Rayshon Luke,JR,RB,4,6,52,8.67,0,1.5,13.0,arizona
Chris Hunter,SO,WR,5,3,33,11.00,0,0.6,6.6,arizona
Tyler Powell,SO,TE,4,3,25,8.33,0,0.8,6.3,arizona
Kedrick Reescano,SO,RB,5,2,14,7.00,0,0.4,2.8,arizona
Sam Olson,JR,TE,4,3,9,3.00,0,0.8,2.3,arizona
Malachi Riley,SO,WR,3,1,7,7.00,0,0.3,2.3,arizona
Jordyn Tyson,SO,WR,5,20,285,14.25,3,4.0,57.0,arizona_state
Cam Skattebo,SR,RB,5,15,209,13.93,0,3.0,41.8,arizona_state
Xavier Guillory,SR,WR,5,11,142,12.91,1,2.2,28.4,arizona_state
Chamon Metayer,JR,TE,5,12,132,11.00,2,2.4,26.4,arizona_state
Kyson Brown,SO,RB,5,5,96,19.20,1,1.0,19.2,arizona_state
Melquan Stovall,SR,WR,5,6,65,10.83,0,1.2,13.0,arizona_state
Jake Smith,SR,WR,5,4,51,12.75,0,0.8,10.2,arizona_state
Cameron Harpole,JR,TE,5,1,17,17.00,0,0.2,3.4,arizona_state
Clayton Smith,JR,DL,5,1,15,15.00,0,0.2,3.0,arizona_state
Raleek Brown,SO,RB,2,3,6,2.00,0,1.5,3.0,arizona_state
Troy Omeire,SR,WR,4,1,6,6.00,0,0.3,1.5,arizona_state
Markeston Douglas,JR,TE,5,1,3,3.00,0,0.2,0.6,arizona_state
Andrew Armstrong,SR,WR,5,38,552,14.53,0,7.6,110.4,arkansas
Isaiah Sategna,SO,WR,6,21,312,14.86,1,3.5,52.0,arkansas
Isaac TeSlaa,SR,WR,6,9,205,22.78,1,1.5,34.2,arkansas
Tyrone Broden,SR,WR,6,9,138,15.33,1,1.5,23.0,arkansas
Ja’Quinden Jackson,SR,RB,6,10,118,11.80,0,1.7,19.7,arkansas
Luke Hasz,SO,TE,6,8,109,13.63,1,1.3,18.2,arkansas
Jordan Anthony,SO,WR,6,5,57,11.40,0,0.8,9.5,arkansas
Khafre Brown,SR,WR,1,2,42,21.00,0,2.0,42.0,arkansas
Rashod Dubinion,JR,RB,2,3,32,10.67,0,1.5,16.0,arkansas
Rodney Hill,SO,RB,5,6,32,5.33,0,1.2,6.4,arkansas
Monte Harrison,FR,WR,5,2,29,14.50,0,0.4,5.8,arkansas
Krosse Johnson,FR,WR,2,2,25,12.50,0,1.0,12.5,arkansas
Ty Washington,SO,TE,6,2,25,12.50,1,0.3,4.2,arkansas
Shamar Easter,FR,TE,1,1,16,16.00,0,1.0,16.0,arkansas
Davion Dozier,FR,WR,1,1,13,13.00,0,1.0,13.0,arkansas
Braylen Russell,FR,RB,6,1,7,7.00,0,0.2,1.2,arkansas
Var’keyes Gumms,JR,TE,5,1,0,0.00,0,0.2,0.0,arkansas
Corey Rucker,JR,WR,5,25,437,17.48,2,5.0,87.4,arkansas_state
Reagan Ealy,SR,WR,5,13,178,13.69,0,2.6,35.6,arkansas_state
Courtney Jackson,SR,WR,5,16,169,10.56,0,3.2,33.8,arkansas_state
Hunter Summers,FR,WR,5,6,87,14.50,1,1.2,17.4,arkansas_state
Adam Jones,SR,WR,5,7,85,12.14,1,1.4,17.0,arkansas_state
Ja'Quez Cross,JR,RB,5,11,78,7.09,0,2.2,15.6,arkansas_state
Manny Stevenson Jr.,SR,TE,5,11,61,5.55,0,2.2,12.2,arkansas_state
Reginald Harden Jr.,JR,WR,5,3,52,17.33,2,0.6,10.4,arkansas_state
Miller McCrumby,JR,TE,4,5,40,8.00,0,1.3,10.0,arkansas_state
Zak Wallace,SR,RB,5,6,30,5.00,0,1.2,6.0,arkansas_state
Tyler Little,SO,TE,3,2,12,6.00,1,0.7,4.0,arkansas_state
Malik Hornsby,JR,WR,5,2,9,4.50,0,0.4,1.8,arkansas_state
Tennel Bryant,SO,WR,5,1,9,9.00,0,0.2,1.8,arkansas_state
Mike Sharpe II,JR,RB,4,1,5,5.00,0,0.3,1.3,arkansas_state
Devin Spencer,FR,RB,4,1,5,5.00,0,0.3,1.3,arkansas_state
Noah Short,JR,SB,5,7,201,28.71,3,1.4,40.2,army
Casey Reynolds,SR,WR,5,5,124,24.80,2,1.0,24.8,army
Cam Schurr,SR,WR,5,4,51,12.75,1,0.8,10.2,army
Hayden Reed,JR,RB,5,3,34,11.33,0,0.6,6.8,army
Will Montesi,SR,TE,5,1,20,20.00,0,0.2,4.0,army
Kavon Pointer,SO,WR,3,1,9,9.00,0,0.3,3.0,army
Samari Howard,SO,SB,5,1,7,7.00,0,0.2,1.4,army
David Clerk,SO,SB,4,1,4,4.00,0,0.3,1.0,army
Kanye Udoh,SO,RB,5,1,3,3.00,0,0.2,0.6,army
KeAndre Lambert-Smith,SR,WR,6,24,510,21.25,6,4.0,85.0,auburn
Malcolm Simmons,FR,WR,6,18,260,14.44,2,3.0,43.3,auburn
Cam Coleman,FR,WR,5,9,212,23.56,1,1.8,42.4,auburn
Rivaldo Fairweather,SR,TE,6,14,189,13.50,1,2.3,31.5,auburn
Perry Thompson,FR,WR,6,4,123,30.75,1,0.7,20.5,auburn
Robert Lewis,SR,WR,6,9,74,8.22,0,1.5,12.3,auburn
Sam Jackson V,JR,WR,6,2,63,31.50,1,0.3,10.5,auburn
Jarquez Hunter,SR,RB,6,7,62,8.86,1,1.2,10.3,auburn
Caleb Burton III,SO,WR,3,2,49,24.50,0,0.7,16.3,auburn
Camden Brown,JR,WR,6,5,44,8.80,1,0.8,7.3,auburn
Bryce Cain,FR,WR,2,2,33,16.50,0,1.0,16.5,auburn
Jeremiah Cobb,SO,RB,6,3,21,7.00,0,0.5,3.5,auburn
Brandon Frazier,SR,TE,3,1,16,16.00,0,0.3,5.3,auburn
Damari Alston,JR,RB,6,3,12,4.00,0,0.5,2.0,auburn
Luke Deal,SR,TE,6,2,3,1.50,1,0.3,0.5,auburn
Micah Riley,SO,TE,6,1,3,3.00,1,0.2,0.5,auburn
Tanner Koziol,JR,TE,5,38,391,10.29,3,7.6,78.2,ball_state
Braedon Sloan,SR,RB,5,17,201,11.82,1,3.4,40.2,ball_state
Cam Pickett,SO,WR,5,23,185,8.04,1,4.6,37.0,ball_state
Qian Magwood,JR,WR,5,14,145,10.36,2,2.8,29.0,ball_state
Malcolm Gillie,SR,WR,5,10,119,11.90,2,2.0,23.8,ball_state
Dahya Patel,SO,WR,5,4,50,12.50,0,0.8,10.0,ball_state
Ty Robinson,JR,WR,2,3,44,14.67,1,1.5,22.0,ball_state
Christian Abney,SO,TE,5,2,33,16.50,1,0.4,6.6,ball_state
Maximus Webster,SO,RB,1,1,9,9.00,0,1.0,9.0,ball_state
Christian Davis,FR,RB,4,1,3,3.00,0,0.3,0.8,ball_state
Drew Hughes,JR,DL,5,1,2,2.00,1,0.2,0.4,ball_state
Vaughn Pemberton,JR,RB,3,3,1,0.33,0,1.0,0.3,ball_state
Nick Munson,SO,WR,4,1,-3,-3.00,0,0.3,-0.8,ball_state
Kiael Kelly,JR,DB,5,3,-22,-7.33,0,0.6,-4.4,ball_state
Josh Cameron,JR,WR,6,18,277,15.39,4,3.0,46.2,baylor
Ashtyn Hawkins,SR,WR,6,14,203,14.50,2,2.3,33.8,baylor
Hal Presley,SR,WR,5,16,200,12.50,1,3.2,40.0,baylor
Michael Trigg,JR,TE,5,16,170,10.63,2,3.2,34.0,baylor
Ketron Jackson Jr.,SR,WR,6,9,165,18.33,2,1.5,27.5,baylor
Monaray Baldwin,SR,WR,6,9,109,12.11,1,1.5,18.2,baylor
Bryson Washington,FR,RB,4,10,97,9.70,0,2.5,24.3,baylor
Dawson Pendergrass,SO,RB,6,4,42,10.50,0,0.7,7.0,baylor
Jadon Porter,FR,WR,3,2,23,11.50,0,0.7,7.7,baylor
Matthew Klopfenstein,SO,TE,4,1,23,23.00,0,0.3,5.8,baylor
Dominic Richardson,SR,RB,4,1,19,19.00,0,0.3,4.8,baylor
Micah Gifford,SO,WR,6,1,19,19.00,0,0.2,3.2,baylor
Richard Reese,JR,RB,4,4,12,3.00,0,1.0,3.0,baylor
Jamaal Bell,SR,WR,6,2,6,3.00,0,0.3,1.0,baylor
Gavin Yates,SR,TE,6,1,6,6.00,0,0.2,1.0,baylor
Cameron Camper,SR,WR,5,18,330,18.33,4,3.6,66.0,boise_state
Matt Lauter,JR,TE,5,17,243,14.29,3,3.4,48.6,boise_state
Latrell Caples,SR,WR,4,12,156,13.00,0,3.0,39.0,boise_state
Chase Penry,JR,WR,4,10,120,12.00,0,2.5,30.0,boise_state
Prince Strachan,SO,WR,5,7,82,11.71,0,1.4,16.4,boise_state
Cameron Bates,FR,WR,5,5,46,9.20,0,1.0,9.2,boise_state
Sire Gaines,FR,RB,3,3,44,14.67,1,1.0,14.7,boise_state
Austin Bolt,SR,WR,5,6,35,5.83,2,1.2,7.0,boise_state
Austin Terry,SO,TE,5,2,35,17.50,0,0.4,7.0,boise_state
Dylan Riley,FR,RB,2,3,22,7.33,0,1.5,11.0,boise_state
Ashton Jeanty,JR,RB,5,6,19,3.17,0,1.2,3.8,boise_state
Chris Marshall,JR,WR,2,3,13,4.33,0,1.5,6.5,boise_state
Ben Ford,JR,WR,4,1,9,9.00,0,0.3,2.3,boise_state
Matt Wagner,FR,TE,4,1,9,9.00,0,0.3,2.3,boise_state
Tyler Crowe,SR,FB,5,1,7,7.00,0,0.2,1.4,boise_state
Jambres Dubar,SO,RB,2,1,6,6.00,0,0.5,3.0,boise_state
Kayden Chan,JR,WR,3,1,6,6.00,0,0.3,2.0,boise_state
Lewis Bond,JR,WR,6,30,358,11.93,2,5.0,59.7,boston_college
Jaedn Skeete,SO,WR,6,17,188,11.06,1,2.8,31.3,boston_college
Reed Harris,FR,WR,6,4,176,44.00,2,0.7,29.3,boston_college
Treshaun Ward,SR,RB,6,8,141,17.63,2,1.3,23.5,boston_college
Kamari Morales,SR,TE,6,10,133,13.30,3,1.7,22.2,boston_college
Jeremiah Franklin,JR,TE,6,7,76,10.86,0,1.2,12.7,boston_college
Jerand Bradley,JR,WR,6,5,68,13.60,2,0.8,11.3,boston_college
Luke McLaughlin,JR,WR,6,1,12,12.00,0,0.2,2.0,boston_college
Matt Ragan,SO,TE,1,1,11,11.00,0,1.0,11.0,boston_college
Kye Robichaux,SR,RB,6,2,10,5.00,1,0.3,1.7,boston_college
Johnathan Montague Jr.,FR,QB,2,1,1,1.00,0,0.5,0.5,boston_college
Jayden McGowan,JR,WR,6,2,0,0.00,0,0.3,0.0,boston_college
Harold Fannin Jr.,JR,TE,5,46,676,14.70,4,9.2,135.2,bowling_green
Malcolm Johnson Jr.,SR,WR,5,22,203,9.23,1,4.4,40.6,bowling_green
Jamal Johnson,SR,RB,5,13,107,8.23,0,2.6,21.4,bowling_green
Finn Hogan,JR,WR,5,10,91,9.10,0,2.0,18.2,bowling_green
Rahkeem Smith,JR,WR,5,5,67,13.40,0,1.0,13.4,bowling_green
Jaison Patterson,SR,RB,5,6,60,10.00,0,1.2,12.0,bowling_green
Levi Gazarek,SR,TE,5,3,23,7.67,0,0.6,4.6,bowling_green
Justin Pegues,JR,RB,5,5,16,3.20,0,1.0,3.2,bowling_green
Jacob Harris,FR,TE,4,1,3,3.00,0,0.3,0.8,bowling_green
Elijah Boyd,JR,TE,5,1,3,3.00,0,0.2,0.6,bowling_green
Victor Snow,SO,WR,5,14,189,13.50,1,2.8,37.8,buffalo
JJ Jenkins,SR,WR,5,9,103,11.44,1,1.8,20.6,buffalo
Taji Johnson,SR,WR,5,7,85,12.14,1,1.4,17.0,buffalo
Nik McMillan,SO,WR,2,5,76,15.20,1,2.5,38.0,buffalo
Javien Cuff,SR,WR,5,5,52,10.40,0,1.0,10.4,buffalo
Jake Orlando,SR,TE,4,2,34,17.00,0,0.5,8.5,buffalo
Messiah Burch,FR,RB,5,3,31,10.33,0,0.6,6.2,buffalo
Qua Sanders,SR,WR,5,2,26,13.00,0,0.4,5.2,buffalo
Lamar Sperling,FR,RB,4,2,16,8.00,0,0.5,4.0,buffalo
Tadd Barr,SR,WR,5,2,15,7.50,0,0.4,3.0,buffalo
Ryan Daly,SO,TE,3,1,13,13.00,0,0.3,4.3,buffalo
Jacqez Barksdale,SR,RB,5,3,10,3.33,0,0.6,2.0,buffalo
Andrew Schnackenberg,SR,TE,5,1,9,9.00,0,0.2,1.8,buffalo
Al-Jay Henderson,JR,RB,5,3,7,2.33,0,0.6,1.4,buffalo
"Mark-Anthony Scott, Jr.",SO,RB,4,1,-1,-1.00,0,0.3,-0.3,buffalo
Chase Roberts,JR,WR,5,21,336,16.00,2,4.2,67.2,byu
Darius Lassiter,SR,WR,4,16,235,14.69,3,4.0,58.8,byu
Keelan Marion,JR,WR,5,8,122,15.25,0,1.6,24.4,byu
Jojo Phillips,FR,WR,5,5,93,18.60,1,1.0,18.6,byu
Keanu Hill,SR,TE,5,7,71,10.14,1,1.4,14.2,byu
Miles Davis,JR,RB,5,5,68,13.60,1,1.0,13.6,byu
Parker Kingston,SO,WR,5,3,66,22.00,0,0.6,13.2,byu
Mata'ava Ta'ase,SR,TE,5,3,61,20.33,2,0.6,12.2,byu
Kody Epps,JR,WR,5,8,54,6.75,1,1.6,10.8,byu
Pokaiaua Haunga,FR,RB,3,4,44,11.00,0,1.3,14.7,byu
Ryner Swanson,FR,TE,5,4,35,8.75,0,0.8,7.0,byu
Sione I Moa,FR,RB,4,4,26,6.50,0,1.0,6.5,byu
Cody Hagen,FR,WR,5,2,13,6.50,0,0.4,2.6,byu
LJ Martin,SO,RB,2,1,7,7.00,1,0.5,3.5,byu
Hinckley Ropati,SR,RB,2,1,3,3.00,0,0.5,1.5,byu
Enoch Nawahine,JR,RB,4,1,1,1.00,0,0.3,0.3,byu
Nyziah Hunter,FR,WR,5,15,185,12.33,4,3.0,37.0,california
Jack Endries,SO,TE,5,11,146,13.27,1,2.2,29.2,california
Corey Dyches,SR,TE,5,11,139,12.64,1,2.2,27.8,california
Trond Grizzell,JR,WR,5,8,127,15.88,0,1.6,25.4,california
Jaydn Ott,JR,RB,4,11,115,10.45,1,2.8,28.8,california
Mason Starling,JR,WR,4,8,110,13.75,0,2.0,27.5,california
Mikey Matthews,SO,WR,5,9,103,11.44,0,1.8,20.6,california
Jonathan Brady,JR,WR,5,8,100,12.50,0,1.6,20.0,california
Mavin Anderson,JR,WR,5,10,75,7.50,0,2.0,15.0,california
Jaivian Thomas,SO,RB,5,4,74,18.50,0,0.8,14.8,california
Josiah Martin,FR,WR,2,2,29,14.50,0,1.0,14.5,california
Jordan King,SO,WR,3,1,7,7.00,0,0.3,2.3,california
Evan Boyd,FR,WR,5,17,253,14.88,1,3.4,50.6,central_michigan
Chris Parker,JR,WR,5,15,223,14.87,3,3.0,44.6,central_michigan
Solomon Davis,SR,WR,5,10,158,15.80,2,2.0,31.6,central_michigan
Gavin Harris,SO,TE,5,10,148,14.80,1,2.0,29.6,central_michigan
Jesse Prewitt III,SR,WR,5,11,97,8.82,0,2.2,19.4,central_michigan
"Stephan Bracey, Jr.",JR,WR,2,5,75,15.00,0,2.5,37.5,central_michigan
Marion Lukes,SR,RB,4,6,70,11.67,1,1.5,17.5,central_michigan
Jordyn Williams,JR,WR,4,6,65,10.83,0,1.5,16.3,central_michigan
B.J. Harris,SR,RB,5,5,37,7.40,0,1.0,7.4,central_michigan
Myles Bailey,SR,RB,4,5,35,7.00,0,1.3,8.8,central_michigan
Justin Whiteside,SR,LB,5,1,23,23.00,0,0.2,4.6,central_michigan
DeCorion Temple,SO,TE,5,3,18,6.00,0,0.6,3.6,central_michigan
Nathan VanTimmeren,FR,TE,4,2,16,8.00,0,0.5,4.0,central_michigan
Nahree Biggins,JR,RB,4,3,7,2.33,0,0.8,1.8,central_michigan
Jairus Mack,JR,WR,6,14,295,21.07,0,2.3,49.2,charlotte
O'Mega Blake,JR,WR,6,14,271,19.36,3,2.3,45.2,charlotte
Sean Brown,SR,WR,6,20,213,10.65,1,3.3,35.5,charlotte
Colin Weber,JR,TE,6,18,174,9.67,0,3.0,29.0,charlotte
Bryce Kennon,SR,TE,6,13,127,9.77,1,2.2,21.2,charlotte
Isaiah Myers,SO,WR,6,6,107,17.83,2,1.0,17.8,charlotte
Henry Rutledge,JR,RB,6,9,76,8.44,1,1.5,12.7,charlotte
Hahsaun Wilson,JR,RB,6,4,42,10.50,0,0.7,7.0,charlotte
Justin Olson,SR,WR,2,2,35,17.50,0,1.0,17.5,charlotte
Terez Traynor,SR,WR,6,2,18,9.00,0,0.3,3.0,charlotte
Duane Thomas Jr.,SO,WR,2,1,11,11.00,0,0.5,5.5,charlotte
Terron Kellman,SO,RB,4,1,8,8.00,0,0.3,2.0,charlotte
Adam Hopkins IV,FR,WR,5,2,8,4.00,0,0.4,1.6,charlotte
CJ Stokes,SO,RB,3,1,6,6.00,0,0.3,2.0,charlotte
Jack Reynolds,JR,WR,4,1,6,6.00,0,0.3,1.5,charlotte
Cartevious Norton,JR,RB,6,1,4,4.00,0,0.2,0.7,charlotte
Jake Clemons,SR,TE,6,2,-1,-0.50,0,0.3,-0.2,charlotte
Xzavier Henderson,SR,WR,5,32,453,14.16,4,6.4,90.6,cincinnati
Joe Royer,JR,TE,5,20,262,13.10,2,4.0,52.4,cincinnati
Jamoi Mayes,SR,WR,5,12,170,14.17,1,2.4,34.0,cincinnati
Sterling Berkhalter,JR,WR,5,8,162,20.25,1,1.6,32.4,cincinnati
Tony Johnson,JR,WR,5,12,127,10.58,2,2.4,25.4,cincinnati
Manny Covey,FR,RB,5,7,107,15.29,2,1.4,21.4,cincinnati
Aaron Turner,SR,WR,5,5,85,17.00,0,1.0,17.0,cincinnati
Corey Kiner,SR,RB,5,4,37,9.25,0,0.8,7.4,cincinnati
Tyrin Smith,SR,WR,4,4,32,8.00,0,1.0,8.0,cincinnati
Evan Pryor,JR,RB,5,2,29,14.50,0,0.4,5.8,cincinnati
Francis Sherman,SR,TE,4,1,14,14.00,0,0.3,3.5,cincinnati
Joey Beljan,SR,TE,1,1,10,10.00,0,1.0,10.0,cincinnati
Barry Jackson Jr.,FR,WR,3,2,10,5.00,0,0.7,3.3,cincinnati
Devyn Zahursky,FR,TE,3,1,7,7.00,0,0.3,2.3,cincinnati
Antonio Williams,SO,WR,5,19,280,14.74,4,3.8,56.0,clemson
"Bryant Wesco, Jr.",FR,WR,5,11,262,23.82,2,2.2,52.4,clemson
Jake Briningstool,SR,TE,5,17,185,10.88,3,3.4,37.0,clemson
T.J. Moore,FR,WR,5,8,144,18.00,2,1.6,28.8,clemson
Cole Turner,SO,WR,5,9,124,13.78,1,1.8,24.8,clemson
Adam Randall,JR,WR,3,9,100,11.11,1,3.0,33.3,clemson
Troy Stellato,JR,WR,4,7,77,11.00,0,1.8,19.3,clemson
Josh Sapp,SO,TE,5,3,46,15.33,0,0.6,9.2,clemson
Olsen Patt-Henry,SO,TE,4,4,41,10.25,1,1.0,10.3,clemson
Tyler Brown,SO,WR,4,5,30,6.00,0,1.3,7.5,clemson
Jay Haynes,FR,RB,5,4,27,6.75,0,0.8,5.4,clemson
Phil Mafah,SR,RB,5,6,17,2.83,0,1.2,3.4,clemson
Noble Johnson,FR,WR,4,1,5,5.00,0,0.3,1.3,clemson
Jackson Crosby,JR,WR,3,1,4,4.00,0,0.3,1.3,clemson
Clay Swinney,SO,WR,5,1,4,4.00,0,0.2,0.8,clemson
Jameson Tucker,JR,WR,5,13,259,19.92,2,2.6,51.8,coastal_carolina
Cameron Wright,JR,WR,5,12,242,20.17,2,2.4,48.4,coastal_carolina
Tray Taylor,JR,WR,5,12,204,17.00,1,2.4,40.8,coastal_carolina
