name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Malick Meiga,SR,WR,5,6,111,18.50,0,1.2,22.2,coastal_carolina
Kendall Karr,SR,TE,5,4,111,27.75,0,0.8,22.2,coastal_carolina
Senika McKie,SR,WR,5,6,98,16.33,1,1.2,19.6,coastal_carolina
Bryson Graves,SO,WR,5,7,58,8.29,1,1.4,11.6,coastal_carolina
Cane Berrong,JR,TE,5,5,49,9.80,1,1.0,9.8,coastal_carolina
Braydon Bennett,SR,RB,3,2,42,21.00,1,0.7,14.0,coastal_carolina
Kyre Duplessis,SR,WR,5,2,15,7.50,0,0.4,3.0,coastal_carolina
Christian Washington,SO,RB,5,3,12,4.00,0,0.6,2.4,coastal_carolina
Zach Courtney,SO,TE,5,1,8,8.00,0,0.2,1.6,coastal_carolina
Travis Hunter,JR,ATH,5,46,561,12.20,6,9.2,112.2,colorado
Jimmy Horn Jr.,SR,WR,5,23,327,14.22,1,4.6,65.4,colorado
LaJohntay Wester,SR,WR,5,21,260,12.38,5,4.2,52.0,colorado
Will Sheppard,SR,WR,5,17,247,14.53,1,3.4,49.4,colorado
Omarion Miller,SO,WR,5,2,71,35.50,1,0.4,14.2,colorado
Dallan Hayden,SO,RB,3,3,41,13.67,0,1.0,13.7,colorado
Drelon Miller,FR,WR,5,8,33,4.13,0,1.6,6.6,colorado
Sav’ell Smalls,JR,TE,5,4,31,7.75,0,0.8,6.2,colorado
Micah Welch,FR,RB,4,5,21,4.20,0,1.3,5.3,colorado
Terrell Timmons Jr.,JR,WR,5,3,16,5.33,0,0.6,3.2,colorado
Charlie Offerdahl,JR,RB,5,3,12,4.00,0,0.6,2.4,colorado
Isaiah Augustave,SO,RB,4,2,11,5.50,0,0.5,2.8,colorado
Sam Hart,SR,TE,4,1,-1,-1.00,0,0.3,-0.3,colorado
Tory Horton,SR,WR,4,19,278,14.63,1,4.8,69.5,colorado_state
Jamari Person,SO,WR,5,15,119,7.93,0,3.0,23.8,colorado_state
Caleb Goodie,SO,WR,5,9,108,12.00,2,1.8,21.6,colorado_state
Vince Brown II,SR,TE,5,8,84,10.50,0,1.6,16.8,colorado_state
Armani Winfield,SO,WR,5,9,70,7.78,1,1.8,14.0,colorado_state
Dylan Goffney,SR,WR,4,6,57,9.50,0,1.5,14.3,colorado_state
Jordan Ross,FR,WR,5,2,43,21.50,0,0.4,8.6,colorado_state
Avery Morrow,SR,RB,5,5,40,8.00,0,1.0,8.0,colorado_state
Justin Marshall,FR,RB,5,5,34,6.80,0,1.0,6.8,colorado_state
Dane Olson,SR,WR,5,2,21,10.50,0,0.4,4.2,colorado_state
Damian Henderson II,FR,RB,1,2,13,6.50,0,2.0,13.0,colorado_state
Peter Montini,SR,TE,5,2,5,2.50,0,0.4,1.0,colorado_state
Keegan Holles,SO,RB,3,1,4,4.00,0,0.3,1.3,colorado_state
Kobe Johnson,SR,RB,5,2,4,2.00,0,0.4,0.8,colorado_state
Skyler Bell,JR,WR,6,22,508,23.09,4,3.7,84.7,connecticut
TJ Sheffield,SR,WR,6,24,260,10.83,2,4.0,43.3,connecticut
Cam Edwards,SO,RB,6,6,105,17.50,1,1.0,17.5,connecticut
Jasaiah Gathings,JR,WR,6,11,99,9.00,0,1.8,16.5,connecticut
Shamar Porter,FR,WR,5,4,92,23.00,2,0.8,18.4,connecticut
Ezeriah Anderson,SR,WR,5,4,79,19.75,1,0.8,15.8,connecticut
Brett Buckman,SR,WR,6,4,55,13.75,0,0.7,9.2,connecticut
Louis Hansen,JR,TE,6,8,54,6.75,0,1.3,9.0,connecticut
Alex Honig,JR,TE,6,4,49,12.25,2,0.7,8.2,connecticut
Mel Brown,JR,RB,6,3,39,13.00,1,0.5,6.5,connecticut
Victor Rosa,JR,RB,2,2,16,8.00,0,1.0,8.0,connecticut
Durell Robinson,FR,RB,6,6,15,2.50,0,1.0,2.5,connecticut
Jackson Harper,FR,WR,3,1,5,5.00,0,0.3,1.7,connecticut
Jordan Moore,SR,WR,6,30,443,14.77,3,5.0,73.8,duke
Eli Pancol,SR,WR,6,23,294,12.78,5,3.8,49.0,duke
Sahmir Hagans,JR,WR,6,16,179,11.19,1,2.7,29.8,duke
Nicky Dalmolin,SR,TE,6,11,167,15.18,2,1.8,27.8,duke
Que'Sean Brown,FR,WR,6,18,126,7.00,1,3.0,21.0,duke
Star Thomas,SR,RB,6,8,93,11.63,1,1.3,15.5,duke
Jontavis Robertson,SR,WR,6,7,50,7.14,0,1.2,8.3,duke
Javon Harvey,SR,WR,6,5,46,9.20,0,0.8,7.7,duke
Peyton Jones,SO,RB,6,2,22,11.00,0,0.3,3.7,duke
Jeremiah Hasley,SO,TE,2,3,11,3.67,1,1.5,5.5,duke
Jaquez Moore,SR,RB,3,1,5,5.00,0,0.3,1.7,duke
Chase Tyler,FR,WR,1,1,1,1.00,0,1.0,1.0,duke
Quran Boyd,FR,RB,5,1,1,1.00,0,0.2,0.2,duke
Chase Sowell,SO,WR,5,19,298,15.68,0,3.8,59.6,east_carolina
Anthony Smith,SR,WR,6,18,284,15.78,2,3.0,47.3,east_carolina
Winston Wright Jr.,SR,WR,6,25,280,11.20,2,4.2,46.7,east_carolina
Tyler Savage,SR,TE,6,10,130,13.00,1,1.7,21.7,east_carolina
Casey Kelly,SR,TE,6,13,113,8.69,1,2.2,18.8,east_carolina
Yannick Smith,FR,WR,6,6,113,18.83,0,1.0,18.8,east_carolina
Jhari Patterson,SR,WR,6,10,103,10.30,0,1.7,17.2,east_carolina
Brock Spalding,SO,WR,6,5,71,14.20,0,0.8,11.8,east_carolina
Desirrio Riles,SO,TE,6,4,64,16.00,2,0.7,10.7,east_carolina
Marlon Gunn Jr.,JR,RB,6,1,29,29.00,0,0.2,4.8,east_carolina
Rahjai Harris,SR,RB,6,6,27,4.50,0,1.0,4.5,east_carolina
Kerry King,JR,WR,6,1,20,20.00,0,0.2,3.3,east_carolina
Kelan Robinson,JR,WR,5,2,17,8.50,0,0.4,3.4,east_carolina
London Montgomery,FR,RB,4,3,11,3.67,0,0.8,2.8,east_carolina
Oran Singleton,JR,WR,5,31,311,10.03,2,6.2,62.2,eastern_michigan
Terry Lockett Jr.,SR,WR,5,22,230,10.45,0,4.4,46.0,eastern_michigan
Markus Allen,JR,WR,4,12,158,13.17,0,3.0,39.5,eastern_michigan
Zyell Griffin,SR,WR,5,5,144,28.80,1,1.0,28.8,eastern_michigan
Max Reese,JR,TE,5,12,116,9.67,2,2.4,23.2,eastern_michigan
Delbert Mimms III,SR,RB,5,3,35,11.67,0,0.6,7.0,eastern_michigan
Jere Getzinger,SR,TE,4,5,33,6.60,0,1.3,8.3,eastern_michigan
Elijah Jackson-Anderson,JR,RB,5,1,24,24.00,1,0.2,4.8,eastern_michigan
Quinn Fracassi,SO,WR,5,3,9,3.00,0,0.6,1.8,eastern_michigan
Joey Mattord,SO,RB,3,1,8,8.00,0,0.3,2.7,eastern_michigan
Isaac Smith,SR,WR,1,1,7,7.00,0,1.0,7.0,eastern_michigan
Adam Rammouni,JR,WR,1,1,5,5.00,0,1.0,5.0,eastern_michigan
Dontae McMillan,SR,RB,2,2,1,0.50,0,1.0,0.5,eastern_michigan
Blake Daniels,SR,TE,3,1,0,0.00,0,0.3,0.0,eastern_michigan
Elijhah Badger,SR,WR,5,17,346,20.35,2,3.4,69.2,florida
Chimere Dike,SR,WR,5,15,277,18.47,1,3.0,55.4,florida
Eugene Wilson III,SO,WR,2,13,191,14.69,1,6.5,95.5,florida
Hayden Hansen,SO,TE,5,6,105,17.50,1,1.2,21.0,florida
Tank Hawkins,FR,WR,3,8,96,12.00,1,2.7,32.0,florida
Aidan Mizell,FR,WR,4,6,77,12.83,1,1.5,19.3,florida
Arlis Boardingham,SO,TE,5,10,68,6.80,1,2.0,13.6,florida
Montrell Johnson Jr.,SR,RB,5,12,56,4.67,0,2.4,11.2,florida
Marcus Burke,JR,WR,5,3,45,15.00,1,0.6,9.0,florida
Tony Livingston,SO,TE,4,5,29,5.80,0,1.3,7.3,florida
Ja'Kobi Jackson,JR,RB,5,2,27,13.50,0,0.4,5.4,florida
Kahleil Jackson,JR,WR,1,1,13,13.00,0,1.0,13.0,florida
Jackson Wade,FR,WR,1,1,10,10.00,0,1.0,10.0,florida
TJ Abrams,FR,WR,4,1,3,3.00,0,0.3,0.8,florida
Omari Hayes,SO,WR,5,19,282,14.84,1,3.8,56.4,florida_atlantic
CJ Campbell Jr.,JR,RB,5,10,97,9.70,0,2.0,19.4,florida_atlantic
Marlyn Johnson,SR,WR,5,8,69,8.63,0,1.6,13.8,florida_atlantic
Milan Tucker,SR,WR,5,7,47,6.71,0,1.4,9.4,florida_atlantic
Joseph Young,JR,WR,3,2,41,20.50,0,0.7,13.7,florida_atlantic
Zuberi Mobley,JR,RB,5,6,39,6.50,0,1.2,7.8,florida_atlantic
Jayshon Platt,JR,WR,4,4,38,9.50,1,1.0,9.5,florida_atlantic
Dominique Henry,SO,WR,5,3,38,12.67,0,0.6,7.6,florida_atlantic
Wyatt Sullivan,SO,TE,5,4,36,9.00,0,0.8,7.2,florida_atlantic
Caleb Coombs,JR,WR,4,3,35,11.67,0,0.8,8.8,florida_atlantic
George Johnson III,SR,WR,5,5,35,7.00,0,1.0,7.0,florida_atlantic
Jabari Smith,FR,WR,3,1,26,26.00,0,0.3,8.7,florida_atlantic
"Leon Washington, Jr.",FR,WR,2,2,18,9.00,0,1.0,9.0,florida_atlantic
Jett Coolman,JR,WR,2,1,9,9.00,0,0.5,4.5,florida_atlantic
Zeke Moore,SO,TE,3,2,4,2.00,0,0.7,1.3,florida_atlantic
Eric Rivers,JR,WR,6,24,448,18.67,3,4.0,74.7,florida_international
Dean Patterson,JR,WR,6,27,349,12.93,2,4.5,58.2,florida_international
Nazeviah Burris,SR,WR,6,14,139,9.93,1,2.3,23.2,florida_international
Josiah Miamen,SR,TE,5,10,120,12.00,0,2.0,24.0,florida_international
Juju Lewis,SO,WR,4,5,93,18.60,2,1.3,23.3,florida_international
Kejon Owens,JR,RB,6,6,64,10.67,0,1.0,10.7,florida_international
Desna Washington,SR,WR,4,4,51,12.75,0,1.0,12.8,florida_international
Antonio Ferguson,FR,TE,6,3,26,8.67,0,0.5,4.3,florida_international
Rocky Beers,JR,TE,1,4,18,4.50,1,4.0,18.0,florida_international
Lexington Joseph,SR,RB,6,6,18,3.00,0,1.0,3.0,florida_international
Ross Fournet,JR,WR,6,3,16,5.33,0,0.5,2.7,florida_international
C'Quan Jnopierre,SR,WR,5,4,15,3.75,0,0.8,3.0,florida_international
Shomari Lawrence,JR,RB,4,1,1,1.00,0,0.3,0.3,florida_international
Ja’Khi Douglas,SR,WR,6,18,306,17.00,2,3.0,51.0,florida_state
Malik Benson,SR,WR,6,18,224,12.44,0,3.0,37.3,florida_state
Kentron Poitier,SR,WR,6,9,138,15.33,2,1.5,23.0,florida_state
Kyle Morlock,SR,TE,6,8,107,13.38,0,1.3,17.8,florida_state
Hykeem Williams,SO,WR,4,10,102,10.20,0,2.5,25.5,florida_state
Landen Thomas,FR,TE,6,8,100,12.50,1,1.3,16.7,florida_state
Lawrance Toafili,SR,RB,6,13,78,6.00,0,2.2,13.0,florida_state
Jalen Brown,FR,WR,5,8,75,9.38,0,1.6,15.0,florida_state
Darion Williamson,SR,WR,6,3,50,16.67,0,0.5,8.3,florida_state
Roydell Williams,SR,RB,3,5,46,9.20,0,1.7,15.3,florida_state
Jaylin Lucas,JR,RB,2,3,39,13.00,0,1.5,19.5,florida_state
Amaree Williams,FR,TE,2,1,13,13.00,1,0.5,6.5,florida_state
Kam Davis,FR,RB,6,1,7,7.00,0,0.2,1.2,florida_state
Deuce Spann,SR,WR,4,1,5,5.00,0,0.3,1.3,florida_state
Brian Courtney,JR,TE,6,1,3,3.00,0,0.2,0.5,florida_state
Mac Dalena,SR,WR,5,22,501,22.77,4,4.4,100.2,fresno_state
Jalen Moss,SO,WR,5,21,319,15.19,0,4.2,63.8,fresno_state
Raylen Sharpe,JR,WR,5,25,249,9.96,1,5.0,49.8,fresno_state
Kamron Beachem,JR,TE,5,7,86,12.29,1,1.4,17.2,fresno_state
Josiah Freeman,JR,WR,3,6,56,9.33,1,2.0,18.7,fresno_state
Elijah Gilliam,SR,RB,5,9,44,4.89,0,1.8,8.8,fresno_state
Malik Sherrod,SR,RB,4,8,38,4.75,0,2.0,9.5,fresno_state
Nathan Acevedo,SO,WR,5,5,38,7.60,0,1.0,7.6,fresno_state
Jake Boust,SR,TE,5,3,20,6.67,0,0.6,4.0,fresno_state
Johnathan Arceneaux,JR,RB,3,1,15,15.00,0,0.3,5.0,fresno_state
Jordan Brown,SR,WR,4,2,13,6.50,0,0.5,3.3,fresno_state
Richie Anderson,FR,TE,5,2,10,5.00,0,0.4,2.0,fresno_state
Lyndon Ravare,SO,WR,3,1,6,6.00,0,0.3,2.0,fresno_state
Bryson Donelson,FR,RB,4,1,6,6.00,0,0.3,1.5,fresno_state
Chedon James,JR,WR,1,1,3,3.00,0,1.0,3.0,fresno_state
Tyler Mello,SR,LB,5,1,1,1.00,1,0.2,0.2,fresno_state
Arian Smith,SR,WR,5,18,278,15.44,2,3.6,55.6,georgia
Dominic Lovett,SR,WR,5,22,252,11.45,2,4.4,50.4,georgia
Dillon Bell,JR,WR,5,18,216,12.00,3,3.6,43.2,georgia
Colbie Young,SR,WR,5,11,149,13.55,2,2.2,29.8,georgia
Lawson Luckie,SO,TE,5,7,135,19.29,2,1.4,27.0,georgia
London Humphreys,SO,WR,4,4,103,25.75,1,1.0,25.8,georgia
Trevor Etienne,JR,RB,4,11,72,6.55,0,2.8,18.0,georgia
Cash Jones,JR,RB,5,4,61,15.25,0,0.8,12.2,georgia
Anthony Evans III,SO,WR,5,3,39,13.00,0,0.6,7.8,georgia
Branson Robinson,SO,RB,5,5,28,5.60,0,1.0,5.6,georgia
Oscar Delp,JR,TE,5,3,25,8.33,0,0.6,5.0,georgia
Sacovie White,FR,WR,1,2,22,11.00,0,2.0,22.0,georgia
Nate Frazier,FR,RB,4,2,19,9.50,0,0.5,4.8,georgia
Cole Speer,JR,WR,5,2,17,8.50,0,0.4,3.4,georgia
Michael Jackson III,SR,WR,1,1,10,10.00,0,1.0,10.0,georgia
Nitro Tuggle,FR,WR,1,1,9,9.00,0,1.0,9.0,georgia
"Dwight Phillips, Jr.",FR,RB,1,1,9,9.00,0,1.0,9.0,georgia
Jaden Reddell,FR,TE,2,1,5,5.00,0,0.5,2.5,georgia
Derwin Burgess Jr.,SR,WR,5,19,245,12.89,1,3.8,49.0,georgia_southern
Dalen Cobb,JR,WR,5,20,219,10.95,2,4.0,43.8,georgia_southern
Josh Dallas,SO,WR,5,16,191,11.94,1,3.2,38.2,georgia_southern
LV Bunkley-Shelton,SR,WR,5,10,97,9.70,0,2.0,19.4,georgia_southern
Tyler Fromm,SR,TE,5,10,91,9.10,1,2.0,18.2,georgia_southern
Joshua Thompson,JR,WR,5,3,74,24.67,1,0.6,14.8,georgia_southern
OJ Arnold,JR,RB,5,10,59,5.90,1,2.0,11.8,georgia_southern
DeAndre Buchannon,SO,WR,5,5,54,10.80,0,1.0,10.8,georgia_southern
Beau Johnson,SR,TE,5,5,32,6.40,1,1.0,6.4,georgia_southern
Jalen White,SR,RB,5,12,31,2.58,0,2.4,6.2,georgia_southern
Taylor Bradshaw,FR,WR,5,1,31,31.00,0,0.2,6.2,georgia_southern
Marcus Sanders Jr.,JR,WR,4,3,30,10.00,0,0.8,7.5,georgia_southern
Sam Kenerson,SR,WR,4,1,16,16.00,0,0.3,4.0,georgia_southern
Ted Hurst,JR,WR,4,19,349,18.37,4,4.8,87.3,georgia_state
Dorian Fleming,SO,TE,4,16,203,12.69,2,4.0,50.8,georgia_state
Tailique Williams,SR,WR,4,16,165,10.31,0,4.0,41.3,georgia_state
DJ Riles,SO,WR,4,11,93,8.45,0,2.8,23.3,georgia_state
Petey Tucker,JR,WR,4,7,77,11.00,0,1.8,19.3,georgia_state
Michel Dukes,SR,RB,4,10,60,6.00,0,2.5,15.0,georgia_state
Jordan Ford,SR,RB,4,4,38,9.50,1,1.0,9.5,georgia_state
Freddie Brock,JR,RB,4,5,30,6.00,0,1.3,7.5,georgia_state
Rykem Laney,SR,WR,4,2,29,14.50,1,0.5,7.3,georgia_state
Ja'Cyais Credle,SR,WR,4,2,21,10.50,0,0.5,5.3,georgia_state
Josiah Robinson,SO,ILB,4,1,5,5.00,0,0.3,1.3,georgia_state
Sy'veon Wilkerson,SR,RB,4,1,3,3.00,0,0.3,0.8,georgia_state
Malik Rutherford,JR,WR,6,37,474,12.81,2,6.2,79.0,georgia_tech
"Eric Singleton, Jr.",SO,WR,6,27,380,14.07,2,4.5,63.3,georgia_tech
Avery Boyd,SR,TE,6,12,161,13.42,2,2.0,26.8,georgia_tech
Chase Lane,SR,WR,6,13,159,12.23,1,2.2,26.5,georgia_tech
Jackson Hawes,SR,TE,6,6,77,12.83,0,1.0,12.8,georgia_tech
Jamal Haynes,JR,RB,6,14,76,5.43,1,2.3,12.7,georgia_tech
Bailey Stockton,FR,WR,6,6,68,11.33,0,1.0,11.3,georgia_tech
Chris Elko,FR,WR,2,1,41,41.00,0,0.5,20.5,georgia_tech
Christian Leary,SR,WR,4,3,27,9.00,0,0.8,6.8,georgia_tech
Ryland Goede,SR,TE,6,3,27,9.00,0,0.5,4.5,georgia_tech
Leo Blackburn,JR,WR,6,1,24,24.00,1,0.2,4.0,georgia_tech
Trelain Maddox,FR,RB,2,1,9,9.00,0,0.5,4.5,georgia_tech
Luke Harpring,FR,TE,2,1,7,7.00,0,0.5,3.5,georgia_tech
Josh Beetham,JR,TE,5,1,6,6.00,0,0.2,1.2,georgia_tech
Isiah Canion,FR,WR,3,1,4,4.00,0,0.3,1.3,georgia_tech
Anthony Carrie,FR,RB,4,3,4,1.33,0,0.8,1.0,georgia_tech
Chad Alexander,SO,RB,4,1,2,2.00,0,0.3,0.5,georgia_tech
"Abdul Janneh, Jr.",SR,WR,6,1,1,1.00,0,0.2,0.2,georgia_tech
Pofele Ashlock,SO,WR,5,40,428,10.70,4,8.0,85.6,hawai'i
Dekel Crowdus,JR,WR,5,11,216,19.64,1,2.2,43.2,hawai'i
Nick Cenacle,JR,WR,5,22,209,9.50,3,4.4,41.8,hawai'i
Jonah Panoke,SR,WR,5,8,84,10.50,1,1.6,16.8,hawai'i
Tylan Hines,SO,WR,5,11,76,6.91,1,2.2,15.2,hawai'i
Alex Perry,SO,WR,5,8,75,9.38,0,1.6,15.0,hawai'i
Landon Sims,JR,RB,5,8,70,8.75,0,1.6,14.0,hawai'i
Spencer Curtis,SR,WR,5,7,63,9.00,0,1.4,12.6,hawai'i
Cam Barfield,SO,RB,4,3,37,12.33,0,0.8,9.3,hawai'i
Karsyn Pupunu,SR,WR,5,2,33,16.50,0,0.4,6.6,hawai'i
Tamatoa Mokiao-Atimalala,SR,WR,4,2,30,15.00,1,0.5,7.5,hawai'i
Koali Nishigaya,SR,WR,4,2,13,6.50,0,0.5,3.3,hawai'i
David Cordero,JR,RB,5,1,-1,-1.00,0,0.2,-0.2,hawai'i
Stephon Johnson,JR,WR,6,18,202,11.22,1,3.0,33.7,houston
Joseph Manjack IV,JR,WR,5,12,167,13.92,2,2.4,33.4,houston
Maliq Carr,SR,TE,6,10,121,12.10,0,1.7,20.2,houston
Mekhi Mews,JR,WR,6,14,119,8.50,0,2.3,19.8,houston
Re’Shaun Sanford II,FR,RB,6,8,96,12.00,0,1.3,16.0,houston
Jonah Wilson,FR,WR,6,7,50,7.14,0,1.2,8.3,houston
Devan Williams,SO,WR,6,5,46,9.20,1,0.8,7.7,houston
Marquis Shoulders,JR,WR,3,5,43,8.60,0,1.7,14.3,houston
Jayden York,JR,TE,6,5,31,6.20,0,0.8,5.2,houston
Stacy Sneed,JR,RB,6,7,30,4.29,0,1.2,5.0,houston
Koby Young,FR,WR,1,2,13,6.50,0,2.0,13.0,houston
Parker Jenkins,SO,RB,5,3,7,2.33,0,0.6,1.4,houston
JayShon Ridgle,FR,WR,5,1,4,4.00,0,0.2,0.8,houston
Pat Bryant,SR,WR,5,23,348,15.13,6,4.6,69.6,illinois
Zakhari Franklin,SR,WR,5,24,286,11.92,0,4.8,57.2,illinois
Hank Beatty,JR,WR,5,6,68,11.33,0,1.2,13.6,illinois
Collin Dixon,FR,WR,5,5,68,13.60,0,1.0,13.6,illinois
Malik Elzy,SO,WR,5,3,66,22.00,1,0.6,13.2,illinois
Tanner Arkin,JR,TE,5,8,58,7.25,2,1.6,11.6,illinois
Josh McCray,JR,RB,5,6,45,7.50,0,1.2,9.0,illinois
Ashton Hollins,SO,WR,4,2,40,20.00,0,0.5,10.0,illinois
Kaden Feagin,SO,RB,5,5,37,7.40,0,1.0,7.4,illinois
Carson Goda,SR,TE,3,2,22,11.00,1,0.7,7.3,illinois
Kenari Wilcher,SO,WR,5,2,18,9.00,0,0.4,3.6,illinois
Ca'Lil Valentine,FR,RB,5,2,7,3.50,0,0.4,1.4,illinois
Brandon Henderson,SO,OL,5,1,6,6.00,1,0.2,1.2,illinois
Aidan Laughery,SO,RB,4,3,4,1.33,0,0.8,1.0,illinois
Luke Altmyer,JR,QB,5,1,3,3.00,0,0.2,0.6,illinois
Elijah Sarratt,JR,WR,6,29,513,17.69,2,4.8,85.5,indiana
Omar Cooper Jr.,SO,WR,6,18,375,20.83,3,3.0,62.5,indiana
Myles Price,SR,WR,6,20,266,13.30,0,3.3,44.3,indiana
Miles Cross,SR,WR,6,17,208,12.24,2,2.8,34.7,indiana
Ke'Shawn Williams,SR,WR,6,13,183,14.08,4,2.2,30.5,indiana
Zach Horton,SR,TE,6,9,89,9.89,2,1.5,14.8,indiana
Andison Coby,SR,WR,6,2,62,31.00,1,0.3,10.3,indiana
Ty Son Lawton,SR,RB,6,5,48,9.60,0,0.8,8.0,indiana
E.J. Williams Jr.,SR,WR,3,1,37,37.00,0,0.3,12.3,indiana
Sam West,FR,TE,6,1,37,37.00,0,0.2,6.2,indiana
Justice Ellison,SR,RB,6,2,24,12.00,0,0.3,4.0,indiana
Donaven McCulley,SR,WR,4,2,21,10.50,1,0.5,5.3,indiana
Solomon Vanhorse,SR,RB,6,1,14,14.00,0,0.2,2.3,indiana
Kaelon Black,JR,RB,6,2,7,3.50,0,0.3,1.2,indiana
Brady Simmons,SO,WR,2,1,6,6.00,0,0.5,3.0,indiana
James Bomba,JR,TE,3,1,2,2.00,0,0.3,0.7,indiana
Jacob Gill,JR,WR,5,16,169,10.56,1,3.2,33.8,iowa
Luke Lachey,SR,TE,5,17,136,8.00,0,3.4,27.2,iowa
Reece Vander Zee,FR,WR,5,10,123,12.30,2,2.0,24.6,iowa
Addison Ostrenga,JR,TE,5,11,63,5.73,1,2.2,12.6,iowa
Zach Ortwerth,SO,TE,5,2,35,17.50,0,0.4,7.0,iowa
Kaden Wetjen,SR,WR,5,1,33,33.00,0,0.2,6.6,iowa
Kaleb Johnson,JR,RB,5,9,31,3.44,0,1.8,6.2,iowa
Jarriett Buie,FR,WR,5,2,29,14.50,0,0.4,5.8,iowa
Leshon Williams,SR,RB,3,4,26,6.50,0,1.3,8.7,iowa
Kaleb Brown,JR,WR,3,1,18,18.00,0,0.3,6.0,iowa
Hayden Large,SR,FB,5,3,18,6.00,0,0.6,3.6,iowa
Kamari Moulton,FR,RB,4,1,12,12.00,0,0.3,3.0,iowa
"Terrell Washington, Jr.",FR,RB,5,2,4,2.00,0,0.4,0.8,iowa
Jaziun Patterson,SO,RB,3,1,3,3.00,0,0.3,1.0,iowa
