name,yr,pos,g,att,yards,avg.,td,att/g,yards/g,team_name
Brock Glenn,FR,QB,2,5,15,3.00,0,2.50,7.50,florida_state
Jaylin Lucas,JR,RB,2,2,13,6.50,0,1.00,6.50,florida_state
Caziah Holmes,SR,RB,6,4,12,3.00,0,0.67,2.00,florida_state
Samuel Singleton Jr.,FR,RB,3,5,11,2.20,0,1.67,3.67,florida_state
Ja’Khi Douglas,SR,WR,6,2,10,5.00,0,0.33,1.67,florida_state
Malik Benson,SR,WR,6,1,-5,-5.00,0,0.17,-0.83,florida_state
DJ Uiagalelei,SR,QB,5,37,-8,-0.22,0,7.40,-1.60,florida_state
Malik Sherrod,SR,RB,4,60,196,3.27,4,15.00,49.00,fresno_state
Elijah Gilliam,SR,RB,5,48,175,3.65,2,9.60,35.00,fresno_state
Bryson Donelson,FR,RB,4,21,91,4.33,1,5.25,22.75,fresno_state
Raylen Sharpe,JR,WR,5,2,74,37.00,0,0.40,14.80,fresno_state
Johnathan Arceneaux,JR,RB,3,7,40,5.71,0,2.33,13.33,fresno_state
Joshua Wood,SO,QB,5,11,40,3.64,3,2.20,8.00,fresno_state
Mac Dalena,SR,WR,5,3,15,5.00,0,0.60,3.00,fresno_state
Nathan Acevedo,SO,WR,5,1,10,10.00,0,0.20,2.00,fresno_state
Jalen Moss,SO,WR,5,1,6,6.00,0,0.20,1.20,fresno_state
Jayden Mandal,FR,QB,4,1,-7,-7.00,0,0.25,-1.75,fresno_state
Mikey Keene,JR,QB,5,16,-71,-4.44,0,3.20,-14.20,fresno_state
Trevor Etienne,JR,RB,4,52,300,5.77,3,13.00,75.00,georgia
Nate Frazier,FR,RB,4,27,151,5.59,1,6.75,37.75,georgia
Branson Robinson,SO,RB,5,22,61,2.77,2,4.40,12.20,georgia
Dillon Bell,JR,WR,5,4,54,13.50,1,0.80,10.80,georgia
Carson Beck,SR,QB,5,22,49,2.23,0,4.40,9.80,georgia
Chauncey Bowens,FR,RB,2,6,20,3.33,0,3.00,10.00,georgia
Cash Jones,JR,RB,5,4,18,4.50,1,0.80,3.60,georgia
Arian Smith,SR,WR,5,1,7,7.00,0,0.20,1.40,georgia
Gunner Stockton,SO,QB,2,3,2,0.67,0,1.50,1.00,georgia
Jalen White,SR,RB,5,60,235,3.92,7,12.00,47.00,georgia_southern
OJ Arnold,JR,RB,5,29,201,6.93,3,5.80,40.20,georgia_southern
JC French,SO,QB,5,46,82,1.78,1,9.20,16.40,georgia_southern
David Mbadinga,SO,RB,5,18,62,3.44,0,3.60,12.40,georgia_southern
Dexter Williams II,SR,QB,2,3,19,6.33,0,1.50,9.50,georgia_southern
Dalen Cobb,JR,WR,5,4,17,4.25,0,0.80,3.40,georgia_southern
Marcus Sanders Jr.,JR,WR,4,1,13,13.00,0,0.25,3.25,georgia_southern
Derwin Burgess Jr.,SR,WR,5,1,2,2.00,0,0.20,0.40,georgia_southern
DeAndre Buchannon,SO,WR,5,4,1,0.25,0,0.80,0.20,georgia_southern
Freddie Brock,JR,RB,4,49,266,5.43,2,12.25,66.50,georgia_state
Sy'veon Wilkerson,SR,RB,4,23,97,4.22,0,5.75,24.25,georgia_state
Michel Dukes,SR,RB,4,16,77,4.81,0,4.00,19.25,georgia_state
Jordan Ford,SR,RB,4,12,44,3.67,0,3.00,11.00,georgia_state
DJ Riles,SO,WR,4,1,10,10.00,0,0.25,2.50,georgia_state
Christian Veilleux,JR,QB,4,8,1,0.13,1,2.00,0.25,georgia_state
Tailique Williams,SR,WR,4,1,-1,-1.00,0,0.25,-0.25,georgia_state
Jamal Haynes,JR,RB,6,77,366,4.75,5,12.83,61.00,georgia_tech
Haynes King,JR,QB,6,51,246,4.82,4,8.50,41.00,georgia_tech
Chad Alexander,SO,RB,4,26,141,5.42,0,6.50,35.25,georgia_tech
Anthony Carrie,FR,RB,4,13,83,6.38,1,3.25,20.75,georgia_tech
"Eric Singleton, Jr.",SO,WR,6,7,79,11.29,1,1.17,13.17,georgia_tech
Trelain Maddox,FR,RB,2,17,67,3.94,1,8.50,33.50,georgia_tech
Zach Pyron,SO,QB,6,12,54,4.50,4,2.00,9.00,georgia_tech
Brody Rhodes,JR,QB,1,2,17,8.50,0,2.00,17.00,georgia_tech
Malik Rutherford,JR,WR,6,4,15,3.75,0,0.67,2.50,georgia_tech
Daylon Gordon,JR,RB,6,2,5,2.50,0,0.33,0.83,georgia_tech
Avery Boyd,SR,TE,6,1,-2,-2.00,0,0.17,-0.33,georgia_tech
Landon Sims,JR,RB,5,36,148,4.11,1,7.20,29.60,hawai'i
Brayden Schager,SR,QB,5,50,96,1.92,2,10.00,19.20,hawai'i
Cam Barfield,SO,RB,4,14,52,3.71,0,3.50,13.00,hawai'i
David Cordero,JR,RB,5,7,46,6.57,0,1.40,9.20,hawai'i
Christian Vaughn,JR,RB,2,8,42,5.25,0,4.00,21.00,hawai'i
Tylan Hines,SO,WR,5,4,41,10.25,0,0.80,8.20,hawai'i
Lucas Borrow,SR,P,5,1,19,19.00,0,0.20,3.80,hawai'i
Kamalu DeBlake,JR,RB,4,4,18,4.50,0,1.00,4.50,hawai'i
Micah Alejado,FR,QB,1,1,8,8.00,0,1.00,8.00,hawai'i
John-Keawe Sagapolutele,FR,QB,2,1,1,1.00,0,0.50,0.50,hawai'i
Stacy Sneed,JR,RB,6,40,235,5.88,1,6.67,39.17,houston
Re’Shaun Sanford II,FR,RB,6,40,208,5.20,1,6.67,34.67,houston
Zeon Chriss,SO,QB,5,30,176,5.87,1,6.00,35.20,houston
Donovan Smith,SR,QB,6,48,102,2.13,2,8.00,17.00,houston
J'Marion Burnette,FR,RB,3,23,67,2.91,0,7.67,22.33,houston
Parker Jenkins,SO,RB,5,17,34,2.00,0,3.40,6.80,houston
Mekhi Mews,JR,WR,6,2,20,10.00,0,0.33,3.33,houston
DJ Butler,FR,RB,2,3,9,3.00,0,1.50,4.50,houston
Marquis Shoulders,JR,WR,3,1,5,5.00,0,0.33,1.67,houston
Stephon Johnson,JR,WR,6,1,5,5.00,0,0.17,0.83,houston
Ui Ale,SO,QB,1,1,3,3.00,0,1.00,3.00,houston
Sherman Smith,JR,RB,1,1,0,0.00,0,1.00,0.00,houston
Joseph Manjack IV,JR,WR,5,1,-2,-2.00,0,0.20,-0.40,houston
Kaden Feagin,SO,RB,5,67,306,4.57,3,13.40,61.20,illinois
Aidan Laughery,SO,RB,4,19,119,6.26,0,4.75,29.75,illinois
Ca'Lil Valentine,FR,RB,5,20,106,5.30,0,4.00,21.20,illinois
Josh McCray,JR,RB,5,25,103,4.12,1,5.00,20.60,illinois
Luke Altmyer,JR,QB,5,39,30,0.77,0,7.80,6.00,illinois
Jordan Anderson,SO,RB,5,3,1,0.33,0,0.60,0.20,illinois
Pat Bryant,SR,WR,5,1,-1,-1.00,0,0.20,-0.20,illinois
Justice Ellison,SR,RB,6,64,409,6.39,6,10.67,68.17,indiana
Ty Son Lawton,SR,RB,6,68,329,4.84,7,11.33,54.83,indiana
Kaelon Black,JR,RB,6,26,163,6.27,1,4.33,27.17,indiana
Elijah Green,JR,RB,4,17,157,9.24,4,4.25,39.25,indiana
Khobie Martin,FR,RB,2,14,73,5.21,0,7.00,36.50,indiana
Kurtis Rourke,SR,QB,6,21,44,2.10,2,3.50,7.33,indiana
Daniel Weems,SO,RB,1,4,19,4.75,0,4.00,19.00,indiana
Tayven Jackson,SO,QB,3,4,15,3.75,1,1.33,5.00,indiana
Myles Price,SR,WR,6,4,14,3.50,1,0.67,2.33,indiana
Omar Cooper Jr.,SO,WR,6,1,7,7.00,0,0.17,1.17,indiana
Charlie Becker,FR,WR,5,1,3,3.00,1,0.20,0.60,indiana
Alberto Mendoza,FR,QB,1,2,-3,-1.50,0,2.00,-3.00,indiana
Kaleb Johnson,JR,RB,5,97,771,7.95,10,19.40,154.20,iowa
Jaziun Patterson,SO,RB,3,30,144,4.80,1,10.00,48.00,iowa
Kamari Moulton,FR,RB,4,32,130,4.06,0,8.00,32.50,iowa
Brendan Sullivan,JR,QB,4,5,25,5.00,1,1.25,6.25,iowa
Leshon Williams,SR,RB,3,11,21,1.91,0,3.67,7.00,iowa
Max White,JR,RB,5,2,21,10.50,0,0.40,4.20,iowa
Jacob Gill,JR,WR,5,2,15,7.50,0,0.40,3.00,iowa
"Terrell Washington, Jr.",FR,RB,5,1,9,9.00,0,0.20,1.80,iowa
Kaden Wetjen,SR,WR,5,1,6,6.00,0,0.20,1.20,iowa
Hayden Large,SR,FB,5,2,2,1.00,0,0.40,0.40,iowa
Cade McNamara,SR,QB,5,11,-25,-2.27,0,2.20,-5.00,iowa
Jaylon Jackson,SR,RB,5,48,295,6.15,2,9.60,59.00,iowa_state
Abu Sama III,SO,RB,5,48,242,5.04,1,9.60,48.40,iowa_state
Carson Hansen,SO,RB,5,41,211,5.15,2,8.20,42.20,iowa_state
Rocco Becht,SO,QB,5,19,55,2.89,2,3.80,11.00,iowa_state
Connor Moberly,FR,QB,2,4,36,9.00,0,2.00,18.00,iowa_state
Dylan Lee,FR,RB,2,11,35,3.18,1,5.50,17.50,iowa_state
Aiden Flora,FR,RB,1,6,27,4.50,1,6.00,27.00,iowa_state
Jaylin Noel,SR,WR,5,2,9,4.50,0,0.40,1.80,iowa_state
Easton Miller,FR,RB,4,2,7,3.50,0,0.50,1.75,iowa_state
Tyler Huff,SR,QB,5,63,445,7.06,5,12.60,89.00,jacksonville_state
Tre Stewart,SR,RB,5,65,354,5.45,8,13.00,70.80,jacksonville_state
Anwar Lewis,SR,RB,5,34,129,3.79,2,6.80,25.80,jacksonville_state
Mike Franklin,JR,RB,4,8,55,6.88,1,2.00,13.75,jacksonville_state
Logan Smothers,SR,QB,3,11,32,2.91,0,3.67,10.67,jacksonville_state
Michael Pettway,JR,WR,5,2,12,6.00,0,0.40,2.40,jacksonville_state
Samario Rudolph,SR,WR,5,1,10,10.00,0,0.20,2.00,jacksonville_state
Andrew Paul,SO,RB,5,6,9,1.50,0,1.20,1.80,jacksonville_state
Zion Turner,SO,QB,1,1,3,3.00,0,1.00,3.00,jacksonville_state
Cole Fuller,JR,TE,5,1,1,1.00,1,0.20,0.20,jacksonville_state
Demarcus Lacey,JR,WR,5,1,1,1.00,0,0.20,0.20,jacksonville_state
George Pettaway,SO,RB,5,51,298,5.84,2,10.20,59.60,james_madison
Alonza Barnett III,SO,QB,5,56,296,5.29,4,11.20,59.20,james_madison
Tyler Purdy,SR,RB,5,25,119,4.76,2,5.00,23.80,james_madison
Wayne Knight,SO,RB,5,12,86,7.17,0,2.40,17.20,james_madison
Jobi Malary,SR,RB,5,6,53,8.83,1,1.20,10.60,james_madison
Cam Ross,SR,WR,5,2,51,25.50,0,0.40,10.20,james_madison
Ayo Adeyi,SR,RB,2,20,40,2.00,1,10.00,20.00,james_madison
Ke'Marion Baldwin,FR,RB,1,4,13,3.25,0,4.00,13.00,james_madison
JC Evans,FR,QB,1,1,5,5.00,0,1.00,5.00,james_madison
Logan Kyle,JR,TE,5,1,-2,-2.00,0,0.20,-0.40,james_madison
Devin Neal,SR,RB,6,100,584,5.84,5,16.67,97.33,kansas
Daniel Hishaw Jr.,JR,RB,5,48,310,6.46,3,9.60,62.00,kansas
Jalon Daniels,JR,QB,6,38,123,3.24,3,6.33,20.50,kansas
Luke Grimm,SR,WR,6,4,68,17.00,1,0.67,11.33,kansas
Sevion Morrison,JR,RB,5,8,45,5.63,1,1.60,9.00,kansas
Johnny Thompson Jr.,FR,RB,2,5,32,6.40,0,2.50,16.00,kansas
Harry Stewart III,FR,RB,1,7,24,3.43,0,7.00,24.00,kansas
Quentin Skinner,SR,WR,6,3,22,7.33,0,0.50,3.67,kansas
Cole Ballard,FR,QB,1,3,20,6.67,0,3.00,20.00,kansas
Mikey Pauley,SO,QB,1,2,17,8.50,0,2.00,17.00,kansas
Lawrence Arnold,SR,WR,6,1,14,14.00,0,0.17,2.33,kansas
Trevor Wilson,SR,WR,6,1,6,6.00,0,0.17,1.00,kansas
Doug Emilien,JR,WR,5,1,5,5.00,0,0.20,1.00,kansas
Torry Locklin,SR,RB,6,1,5,5.00,0,0.17,0.83,kansas
Jared Casey,SR,TE,6,1,1,1.00,0,0.17,0.17,kansas
DJ Giddens,JR,RB,5,83,604,7.28,2,16.60,120.80,kansas_state
Avery Johnson,SO,QB,5,44,321,7.30,2,8.80,64.20,kansas_state
Dylan Edwards,SO,RB,5,29,201,6.93,2,5.80,40.20,kansas_state
Joe Jackson,FR,RB,5,18,91,5.06,0,3.60,18.20,kansas_state
Jacob Knuth,SO,QB,2,3,18,6.00,0,1.50,9.00,kansas_state
La'James White,JR,RB,4,1,12,12.00,1,0.25,3.00,kansas_state
Jadon Jackson,SR,WR,5,1,9,9.00,0,0.20,1.80,kansas_state
Keagan Johnson,JR,WR,5,1,8,8.00,0,0.20,1.60,kansas_state
Michael Benefield,SR,RB,5,47,194,4.13,1,9.40,38.80,kennesaw_state
Qua Ashley,SO,RB,5,53,121,2.28,0,10.60,24.20,kennesaw_state
Davis Bryson,SO,QB,5,46,95,2.07,0,9.20,19.00,kennesaw_state
Preston Daniels,SR,TE,5,25,66,2.64,2,5.00,13.20,kennesaw_state
Destun Thomas,SO,WR,5,1,14,14.00,0,0.20,2.80,kennesaw_state
DJ Scott,FR,RB,5,2,9,4.50,0,0.40,1.80,kennesaw_state
Tykeem Wallace,JR,WR,5,4,7,1.75,0,0.80,1.40,kennesaw_state
Navelle Dean,FR,WR,5,1,6,6.00,0,0.20,1.20,kennesaw_state
Gabriel Benyard,JR,WR,2,1,5,5.00,0,0.50,2.50,kennesaw_state
Alexander Diggs,SO,RB,2,2,3,1.50,0,1.00,1.50,kennesaw_state
Khalib Johnson,SO,QB,3,3,-10,-3.33,0,1.00,-3.33,kennesaw_state
Ky Thomas,SR,RB,5,46,139,3.02,0,9.20,27.80,kent_state
Ayden Harris,FR,RB,2,24,83,3.46,1,12.00,41.50,kent_state
Curtis Douglas,SO,RB,3,22,73,3.32,0,7.33,24.33,kent_state
JD Sherrod,FR,QB,2,13,67,5.15,0,6.50,33.50,kent_state
Jordan Lowe,SR,RB,3,15,43,2.87,0,5.00,14.33,kent_state
Cade Wolford,FR,RB,2,4,10,2.50,0,2.00,5.00,kent_state
Jahzae Kimbrough,SO,WR,1,2,4,2.00,0,2.00,4.00,kent_state
Tommy Ulatowski,JR,QB,4,12,-1,-0.08,1,3.00,-0.25,kent_state
Marques Hicks,SO,RB,2,3,-5,-1.67,0,1.50,-2.50,kent_state
Devin Kargman,JR,QB,4,11,-31,-2.82,0,2.75,-7.75,kent_state
Demie Sumo-Karngbaye,SR,RB,5,70,321,4.59,3,14.00,64.20,kentucky
Jamarion Wilcox,FR,RB,5,26,156,6.00,0,5.20,31.20,kentucky
Gavin Wimsatt,JR,QB,3,24,95,3.96,1,8.00,31.67,kentucky
Jason Patterson,FR,RB,3,14,73,5.21,0,4.67,24.33,kentucky
Brock Vandagriff,JR,QB,5,51,56,1.10,0,10.20,11.20,kentucky
Barion Brown,JR,WR,5,6,26,4.33,1,1.20,5.20,kentucky
Anthony Brown-Stephens,SO,WR,5,6,19,3.17,0,1.20,3.80,kentucky
Ja'Mori Maclin,JR,WR,5,2,13,6.50,0,0.40,2.60,kentucky
Fred Farrier II,JR,WR,5,1,3,3.00,0,0.20,0.60,kentucky
Josh Kattus,JR,TE,4,0,2,-,1,-,-,kentucky
Quinton Cooley,SR,RB,5,82,545,6.65,6,16.40,109.00,liberty
Billy Lucas,SR,RB,5,64,303,4.73,4,12.80,60.60,liberty
Kaidon Salter,JR,QB,5,52,183,3.52,2,10.40,36.60,liberty
Vaughn Blue,FR,RB,5,12,70,5.83,0,2.40,14.00,liberty
"James Jointer, Jr.",SO,RB,3,3,24,8.00,0,1.00,8.00,liberty
Caden Williams,FR,RB,1,2,9,4.50,0,2.00,9.00,liberty
Darius Copeland,FR,WR,3,1,7,7.00,0,0.33,2.33,liberty
Ryan Burger,SO,QB,1,1,6,6.00,1,1.00,6.00,liberty
Kyle Hanks,SO,RB,1,1,5,5.00,0,1.00,5.00,liberty
Bill Davis,FR,RB,5,53,360,6.79,3,10.60,72.00,louisiana-lafayette
Zylan Perry,SO,RB,5,40,303,7.58,1,8.00,60.60,louisiana-lafayette
Dre’lyn Washington,JR,RB,4,23,131,5.70,2,5.75,32.75,louisiana-lafayette
Ben Wooldridge,SR,QB,5,35,97,2.77,3,7.00,19.40,louisiana-lafayette
Tylon Citizen,FR,RB,2,5,29,5.80,0,2.50,14.50,louisiana-lafayette
Kendrell Williams,JR,RB,3,5,13,2.60,0,1.67,4.33,louisiana-lafayette
Chandler Fields,SR,QB,2,2,11,5.50,0,1.00,5.50,louisiana-lafayette
Lance LeGendre,SR,WR,5,1,10,10.00,0,0.20,2.00,louisiana-lafayette
Ahmad Hardy,FR,RB,5,84,379,4.51,4,16.80,75.80,louisiana-monroe
James Jones,JR,RB,4,33,133,4.03,1,8.25,33.25,louisiana-monroe
Taven Curry,JR,RB,5,24,122,5.08,0,4.80,24.40,louisiana-monroe
Aidan Armenta,FR,QB,5,6,20,3.33,0,1.20,4.00,louisiana-monroe
Ozarrio Smith,JR,RB,2,7,16,2.29,0,3.50,8.00,louisiana-monroe
General Booty,JR,QB,5,11,16,1.45,0,2.20,3.20,louisiana-monroe
Hunter Herring,JR,QB,4,6,14,2.33,1,1.50,3.50,louisiana-monroe
Charlie Norman,SR,RB,5,3,4,1.33,0,0.60,0.80,louisiana-monroe
Bennett Galloway,SO,RB,4,4,3,0.75,0,1.00,0.75,louisiana-monroe
Davon Wells,SR,WR,5,1,-4,-4.00,0,0.20,-0.80,louisiana-monroe
Donerio Davenport,SR,RB,4,31,107,3.45,1,7.75,26.75,louisiana_tech
Marquis Crosby,JR,RB,3,17,65,3.82,0,5.67,21.67,louisiana_tech
Omiri Wiggins,SO,RB,4,19,59,3.11,0,4.75,14.75,louisiana_tech
Fred Robertson,FR,RB,3,14,55,3.93,0,4.67,18.33,louisiana_tech
Jimmy Holiday,SR,WR,4,7,30,4.29,3,1.75,7.50,louisiana_tech
Blake Baker,FR,QB,2,17,11,0.65,1,8.50,5.50,louisiana_tech
Jack Turner,JR,QB,3,11,4,0.36,0,3.67,1.33,louisiana_tech
Marlion Jackson,SO,WR,4,2,3,1.50,0,0.50,0.75,louisiana_tech
Dedrick Latulas,SO,WR,3,1,0,0.00,0,0.33,0.00,louisiana_tech
Hunter Tipton,SO,TE,4,1,0,0.00,0,0.25,0.00,louisiana_tech
Evan Bullock,FR,QB,3,6,-6,-1.00,0,2.00,-2.00,louisiana_tech
Isaac Brown,FR,RB,5,39,362,9.28,1,7.80,72.40,louisville
Keyjuan Brown,FR,RB,5,27,160,5.93,2,5.40,32.00,louisville
Duke Watson,FR,RB,4,13,144,11.08,2,3.25,36.00,louisville
Donald Chaney,JR,RB,5,32,103,3.22,2,6.40,20.60,louisville
Maurice Turner,JR,RB,2,16,87,5.44,1,8.00,43.50,louisville
Tyler Shough,SR,QB,5,20,25,1.25,0,4.00,5.00,louisville
Caullin Lacy,SR,WR,2,3,11,3.67,0,1.50,5.50,louisville
Travis Egan,FR,QB,5,1,9,9.00,0,0.20,1.80,louisville
Duane Martin,SR,TE,5,1,2,2.00,1,0.20,0.40,louisville
Deuce Adams,FR,QB,1,1,1,1.00,0,1.00,1.00,louisville
Pierce Clarkson,FR,QB,1,1,-8,-8.00,0,1.00,-8.00,louisville
Caden Durham,FR,RB,4,29,244,8.41,3,7.25,61.00,lsu
Josh Williams,SR,RB,5,41,166,4.05,3,8.20,33.20,lsu
Kaleb Jackson,SO,RB,5,34,118,3.47,0,6.80,23.60,lsu
"John Emery, Jr.",SR,RB,1,10,61,6.10,0,10.00,61.00,lsu
Zavion Thomas,JR,WR,5,3,43,14.33,0,0.60,8.60,lsu
Rickie Collins,FR,QB,2,4,18,4.50,0,2.00,9.00,lsu
Ju'Juan Johnson,FR,RB,5,5,13,2.60,0,1.00,2.60,lsu
Garrett Nussmeier,JR,QB,5,6,-5,-0.83,2,1.20,-1.00,lsu
A.J. Turner,SO,RB,5,42,443,10.55,2,8.40,88.60,marshall
Braylon Braxton,JR,QB,3,21,167,7.95,2,7.00,55.67,marshall
Stone Earle,SR,QB,5,45,162,3.60,0,9.00,32.40,marshall
Jordan Houston,SR,RB,5,39,160,4.10,0,7.80,32.00,marshall
Ethan Payne,SR,RB,5,19,70,3.68,2,3.80,14.00,marshall
Tychaun Chapman,SO,WR,4,3,9,3.00,0,0.75,2.25,marshall
Moses Gray,FR,RB,1,2,8,4.00,0,2.00,8.00,marshall
Cole Pennington,SO,QB,2,1,4,4.00,0,0.50,2.00,marshall
Chuck Montgomery,JR,WR,5,2,2,1.00,0,0.40,0.40,marshall
Elijah Metcalf,JR,WR,5,2,-3,-1.50,0,0.40,-0.60,marshall
Roman Hemby,JR,RB,5,60,318,5.30,3,12.00,63.60,maryland
Nolan Ray,FR,RB,5,34,173,5.09,2,6.80,34.60,maryland
Colby McDonald,SR,RB,5,27,148,5.48,0,5.40,29.60,maryland
Billy Edwards Jr.,JR,QB,5,32,36,1.13,2,6.40,7.20,maryland
MJ Morris,SO,QB,2,8,33,4.13,1,4.00,16.50,maryland
Tai Felton,SR,WR,5,2,23,11.50,0,0.40,4.60,maryland
DeJuan Williams,FR,RB,1,4,13,3.25,1,4.00,13.00,maryland
Josiah McLaurin,FR,RB,3,2,3,1.50,0,0.67,1.00,maryland
Kaden Prather,SR,WR,5,1,-1,-1.00,0,0.20,-0.20,maryland
Kellan Wyatt,JR,LB,5,1,-1,-1.00,0,0.20,-0.20,maryland
Taisun Phommachanh,SR,QB,6,86,253,2.94,1,14.33,42.17,massachusetts
Jalen John,JR,RB,5,60,210,3.50,1,12.00,42.00,massachusetts
CJ Hester,SO,RB,5,50,208,4.16,2,10.00,41.60,massachusetts
Brandon Campbell,JR,RB,5,25,61,2.44,1,5.00,12.20,massachusetts
Jackson Paradis,SO,RB,4,17,59,3.47,1,4.25,14.75,massachusetts
Cookie Desiderio,FR,RB,1,5,17,3.40,0,5.00,17.00,massachusetts
Da'Marion Alberic,FR,RB,1,1,0,0.00,0,1.00,0.00,massachusetts
Sterling Galban,SR,WR,6,1,-7,-7.00,0,0.17,-1.17,massachusetts
Mario Anderson Jr.,SR,RB,5,76,438,5.76,8,15.20,87.60,memphis
Brandon Thomas,SR,RB,5,26,187,7.19,5,5.20,37.40,memphis
Greg Desrosiers Jr.,JR,RB,3,16,95,5.94,1,5.33,31.67,memphis
Seth Henigan,SR,QB,5,24,60,2.50,0,4.80,12.00,memphis
Sutton Smith,JR,RB,1,3,7,2.33,0,3.00,7.00,memphis
Roc Taylor,SR,WR,5,2,5,2.50,0,0.40,1.00,memphis
Ja'Koby Banks,SO,WR,5,5,5,1.00,0,1.00,1.00,memphis
Demeer Blankumsee,SR,WR,5,1,1,1.00,0,0.20,0.20,memphis
Makari Bodiford,FR,RB,1,3,0,0.00,0,3.00,0.00,memphis
Damien Martinez,JR,RB,6,66,292,4.42,5,11.00,48.67,miami_florida
Jordan Lyle,FR,RB,6,33,239,7.24,3,5.50,39.83,miami_florida
"Mark Fletcher, Jr.",SO,RB,6,37,223,6.03,4,6.17,37.17,miami_florida
Cam Ward,SR,QB,6,28,161,5.75,3,4.67,26.83,miami_florida
Ajay Allen,SO,RB,5,17,143,8.41,1,3.40,28.60,miami_florida
"Chris Johnson, Jr.",FR,RB,6,6,31,5.17,0,1.00,5.17,miami_florida
Reese Poffenbarger,JR,QB,3,5,12,2.40,0,1.67,4.00,miami_florida
Chris Wheatley-Humphrey,FR,RB,1,1,7,7.00,0,1.00,7.00,miami_florida
Jacolby George,SR,WR,6,1,-3,-3.00,0,0.17,-0.50,miami_florida
Keyon Mozee,SR,RB,5,39,214,5.49,1,7.80,42.80,miami_ohio
Jordan Brunson,JR,RB,3,23,84,3.65,0,7.67,28.00,miami_ohio
Dylan Downing,SR,RB,4,17,73,4.29,0,4.25,18.25,miami_ohio
Kevin Davis,SR,RB,5,18,55,3.06,0,3.60,11.00,miami_ohio
Henry Hesson,JR,QB,2,2,13,6.50,0,1.00,6.50,miami_ohio
Alec Bevelhimer,SR,K,5,1,-16,-16.00,0,0.20,-3.20,miami_ohio
Brett Gabbert,SR,QB,5,30,-24,-0.80,0,6.00,-4.80,miami_ohio
Kalel Mullings,SR,RB,6,91,589,6.47,6,15.17,98.17,michigan
Donovan Edwards,SR,RB,6,73,353,4.84,3,12.17,58.83,michigan
Alex Orji,JR,QB,6,35,124,3.54,0,5.83,20.67,michigan
Benjamin Hall,SO,RB,3,6,34,5.67,0,2.00,11.33,michigan
Semaj Morgan,SO,WR,5,3,27,9.00,0,0.60,5.40,michigan
Jack Tuttle,SR,QB,1,5,14,2.80,0,5.00,14.00,michigan
Fredrick Moore,SO,WR,6,2,13,6.50,0,0.33,2.17,michigan
Davis Warren,SR,QB,3,8,0,0.00,0,2.67,0.00,michigan
Kay'ron Lynch-Adams,SR,RB,6,67,338,5.04,2,11.17,56.33,michigan_state
Nate Carter,JR,RB,6,58,245,4.22,1,9.67,40.83,michigan_state
Aidan Chiles,SO,QB,6,45,115,2.56,3,7.50,19.17,michigan_state
Jaron Glover,SO,WR,4,2,20,10.00,0,0.50,5.00,michigan_state
Brandon Tullis,FR,RB,5,5,11,2.20,0,1.00,2.20,michigan_state
Makhi Frazier,FR,RB,4,1,5,5.00,0,0.25,1.25,michigan_state
Nick Marsh,FR,WR,5,2,2,1.00,0,0.40,0.40,michigan_state
Joseph Martinez,SR,RB,5,1,1,1.00,0,0.20,0.20,michigan_state
Tommy Schuster,SR,QB,3,4,-7,-1.75,1,1.33,-2.33,michigan_state
Jaiden Credle,JR,RB,5,49,233,4.76,2,9.80,46.60,middle_tennessee
Terry Wilkins,SR,RB,5,34,114,3.35,1,6.80,22.80,middle_tennessee
Frank Peasant,SR,RB,2,10,49,4.90,2,5.00,24.50,middle_tennessee
Jekail Middlebrook,FR,RB,2,7,12,1.71,0,3.50,6.00,middle_tennessee
Roman Gagliano,FR,QB,2,2,5,2.50,0,1.00,2.50,middle_tennessee
